OrderID,DateKey,CustomerID,ProductID,SellerID,Quantity,UnitPrice,Discount,Tax,ShippingCost,GrossAmount,DiscountedAmount,NetAmount,TotalAmount,PaymentMethod,OrderStatus
ORD0013348,20201107,CUST026463,P00016,SELL00464,5,299.99,0.0,269.99,8.6,1499.95,0.0,1499.95,1778.54,Debit Card,Shipped
ORD0013349,20201104,CUST041948,P00032,SELL00265,3,99.55,0.1,32.25,4.25,298.65,29.86,268.79,305.28,Debit Card,Delivered
ORD0013350,20220213,CUST021622,P00025,SELL01090,4,294.71,0.05,201.58,5.58,1178.84,58.94,1119.9,1327.06,Net Banking,Delivered
ORD0013351,20230125,CUST005926,P00048,SELL01434,3,232.5,0.0,34.88,14.72,697.5,0.0,697.5,747.1,UPI,Delivered
ORD0013352,20220822,CUST003461,P00007,SELL00950,1,275.37,0.05,13.08,7.21,275.37,13.77,261.6,281.89,UPI,Delivered
ORD0013353,20230210,CUST024165,P00045,SELL00678,5,463.89,0.15,236.58,13.04,2319.45,347.92,1971.53,2221.15,Debit Card,Delivered
ORD0013354,20240718,CUST032681,P00035,SELL01201,2,172.84,0.1,24.89,10.27,345.68,34.57,311.11,346.27,Credit Card,Returned
ORD0013355,20210331,CUST028874,P00006,SELL01295,2,487.88,0.0,0.0,2.54,975.76,0.0,975.76,978.3,Cash on Delivery,Delivered
ORD0013356,20240126,CUST037728,P00029,SELL00800,2,126.44,0.0,12.64,9.96,252.88,0.0,252.88,275.48,Credit Card,Delivered
ORD0013357,20200511,CUST027583,P00002,SELL01493,2,516.01,0.0,51.6,14.39,1032.02,0.0,1032.02,1098.01,Debit Card,Delivered
ORD0013358,20220718,CUST004277,P00031,SELL01675,5,572.38,0.0,515.14,11.17,2861.9,0.0,2861.9,3388.21,Credit Card,Delivered
ORD0013359,20220822,CUST010276,P00050,SELL00016,5,368.65,0.1,132.71,0.17,1843.25,184.32,1658.93,1791.8,Credit Card,Delivered
ORD0013360,20220717,CUST041492,P00038,SELL00137,3,281.97,0.05,40.18,12.2,845.91,42.3,803.61,855.99,Amazon Pay,Delivered
ORD0013361,20200430,CUST044851,P00047,SELL01154,3,9.85,0.1,2.13,5.11,29.55,2.96,26.59,33.84,Debit Card,Delivered
ORD0013362,20230505,CUST021734,P00045,SELL00883,2,440.5,0.15,59.91,9.73,881.0,132.15,748.85,818.49,Credit Card,Delivered
ORD0013363,20240214,CUST001235,P00043,SELL00021,5,350.29,0.15,119.1,9.31,1751.45,262.72,1488.73,1617.14,Amazon Pay,Delivered
ORD0013364,20210925,CUST045526,P00035,SELL00815,3,310.75,0.2,59.66,5.15,932.25,186.45,745.8,810.61,Credit Card,Pending
ORD0013365,20241222,CUST010000,P00008,SELL01971,3,86.08,0.0,20.66,12.92,258.24,0.0,258.24,291.82,Amazon Pay,Delivered
ORD0013366,20220615,CUST025035,P00022,SELL01643,3,67.6,0.05,9.63,10.88,202.8,10.14,192.66000000000005,213.17,Amazon Pay,Delivered
ORD0013367,20220210,CUST010399,P00048,SELL01342,5,564.3,0.25,380.9,5.33,2821.5,705.38,2116.12,2502.36,Net Banking,Delivered
ORD0013368,20221128,CUST039264,P00015,SELL00647,1,417.43,0.0,33.39,12.59,417.43,0.0,417.43,463.41,Credit Card,Delivered
ORD0013369,20210719,CUST022185,P00011,SELL01391,2,135.44,0.05,12.87,7.23,270.88,13.54,257.34,277.44,Credit Card,Delivered
ORD0013370,20210526,CUST000874,P00017,SELL01020,3,349.17,0.05,119.42,3.22,1047.51,52.38,995.13,1117.77,Credit Card,Delivered
ORD0013371,20240206,CUST035887,P00022,SELL00339,3,417.82,0.0,225.62,14.41,1253.46,0.0,1253.46,1493.49,Debit Card,Shipped
ORD0013372,20230330,CUST017944,P00038,SELL01846,2,429.6,0.0,103.1,6.68,859.2,0.0,859.2,968.98,Amazon Pay,Shipped
ORD0013373,20201015,CUST041070,P00012,SELL00988,5,15.52,0.0,6.21,6.11,77.6,0.0,77.6,89.92,Credit Card,Shipped
ORD0013374,20200718,CUST019408,P00034,SELL01283,4,572.53,0.2,91.6,8.68,2290.12,458.02,1832.1,1932.38,Debit Card,Delivered
ORD0013375,20241216,CUST032349,P00042,SELL01683,2,290.37,0.2,23.23,13.81,580.74,116.15,464.59,501.63,Net Banking,Delivered
ORD0013376,20210611,CUST004583,P00001,SELL00305,2,446.78,0.15,0.0,0.15,893.56,134.03,759.53,759.68,UPI,Delivered
ORD0013377,20220705,CUST028889,P00045,SELL00948,4,422.69,0.0,84.54,0.12,1690.76,0.0,1690.76,1775.42,Debit Card,Shipped
ORD0013378,20240904,CUST047208,P00050,SELL01999,4,570.33,0.0,410.64,6.77,2281.32,0.0,2281.32,2698.73,Amazon Pay,Delivered
ORD0013379,20240306,CUST022233,P00048,SELL00682,2,187.69,0.0,30.03,12.47,375.38,0.0,375.38,417.88,Net Banking,Delivered
ORD0013380,20230625,CUST005677,P00035,SELL00154,3,401.87,0.15,51.24,7.05,1205.61,180.84,1024.77,1083.06,Credit Card,Delivered
ORD0013381,20231107,CUST032513,P00038,SELL00011,4,29.44,0.05,5.59,8.87,117.76,5.89,111.87,126.33,Debit Card,Shipped
ORD0013382,20230526,CUST021787,P00022,SELL00904,1,31.45,0.0,3.77,7.34,31.45,0.0,31.45,42.56,UPI,Delivered
ORD0013383,20230115,CUST030230,P00006,SELL01931,1,417.1,0.05,47.55,13.76,417.1,20.86,396.24,457.56,Credit Card,Delivered
ORD0013384,20230110,CUST007196,P00005,SELL01362,2,209.33,0.1,45.22,6.49,418.66,41.87,376.79,428.5,Debit Card,Delivered
ORD0013385,20221221,CUST015102,P00028,SELL01697,3,135.64,0.0,32.55,8.9,406.92,0.0,406.92,448.37,Net Banking,Delivered
ORD0013386,20220309,CUST005040,P00017,SELL01859,4,307.89,0.1,88.67,6.63,1231.56,123.16,1108.4,1203.7,Amazon Pay,Delivered
ORD0013387,20240303,CUST003587,P00018,SELL00774,2,355.58,0.05,33.78,0.88,711.16,35.56,675.5999999999999,710.26,Debit Card,Pending
ORD0013388,20221201,CUST030118,P00027,SELL00442,4,16.24,0.2,2.6,12.99,64.96,12.99,51.96999999999999,67.56,Amazon Pay,Delivered
ORD0013389,20200112,CUST002860,P00017,SELL00482,1,597.16,0.25,80.62,13.6,597.16,149.29,447.87,542.09,Amazon Pay,Delivered
ORD0013390,20220412,CUST023033,P00036,SELL01650,3,254.56,0.0,137.46,10.0,763.68,0.0,763.68,911.14,Amazon Pay,Shipped
ORD0013391,20241104,CUST034046,P00044,SELL00564,1,138.81,0.05,10.55,8.14,138.81,6.94,131.87,150.56,Credit Card,Delivered
ORD0013392,20220420,CUST021381,P00021,SELL00975,5,54.7,0.0,13.68,9.42,273.5,0.0,273.5,296.6,Debit Card,Shipped
ORD0013393,20211004,CUST011504,P00033,SELL01855,1,129.3,0.0,15.52,5.24,129.3,0.0,129.3,150.06,Amazon Pay,Shipped
ORD0013394,20230212,CUST044167,P00049,SELL01654,4,447.28,0.05,84.98,7.96,1789.12,89.46,1699.66,1792.6,Credit Card,Delivered
ORD0013395,20230526,CUST042462,P00022,SELL00057,5,582.87,0.15,297.26,10.58,2914.35,437.15,2477.2,2785.04,Amazon Pay,Shipped
ORD0013396,20240730,CUST019929,P00010,SELL01017,1,129.42,0.15,5.5,3.41,129.42,19.41,110.01,118.92,Credit Card,Pending
ORD0013397,20200415,CUST041386,P00011,SELL01455,5,590.14,0.1,0.0,3.67,2950.7,295.07,2655.63,2659.3,Debit Card,Pending
ORD0013398,20211121,CUST043362,P00031,SELL01069,1,186.19,0.0,14.9,5.4,186.19,0.0,186.19,206.49,Cash on Delivery,Shipped
ORD0013399,20210611,CUST012655,P00033,SELL00172,3,351.21,0.0,84.29,9.72,1053.63,0.0,1053.63,1147.64,Amazon Pay,Delivered
ORD0013400,20240204,CUST040505,P00027,SELL00499,1,569.48,0.05,64.92,12.27,569.48,28.47,541.01,618.2,Cash on Delivery,Shipped
ORD0013401,20241112,CUST018517,P00044,SELL00446,1,229.2,0.2,22.0,11.84,229.2,45.84,183.36,217.2,Net Banking,Shipped
ORD0013402,20220425,CUST031901,P00037,SELL00206,1,147.94,0.0,17.75,13.15,147.94,0.0,147.94,178.84,Debit Card,Shipped
ORD0013403,20220611,CUST029009,P00011,SELL00072,3,193.74,0.0,104.62,7.69,581.22,0.0,581.22,693.53,Credit Card,Delivered
ORD0013404,20210121,CUST046271,P00008,SELL01246,3,548.26,0.0,197.37,10.97,1644.78,0.0,1644.78,1853.12,Net Banking,Shipped
ORD0013405,20230603,CUST037796,P00018,SELL01469,1,575.59,0.2,82.88,8.76,575.59,115.12,460.47,552.11,Debit Card,Pending
ORD0013406,20210425,CUST039848,P00011,SELL00450,4,187.7,0.25,45.05,7.02,750.8,187.7,563.0999999999999,615.17,Credit Card,Delivered
ORD0013407,20241112,CUST048627,P00004,SELL01281,3,479.07,0.15,97.73,1.79,1437.21,215.58,1221.63,1321.15,Amazon Pay,Delivered
ORD0013408,20210211,CUST002069,P00032,SELL00288,5,322.55,0.0,80.64,8.16,1612.75,0.0,1612.75,1701.55,Debit Card,Delivered
ORD0013409,20240120,CUST032354,P00049,SELL00555,5,69.5,0.0,0.0,1.73,347.5,0.0,347.5,349.23,Amazon Pay,Shipped
ORD0013410,20240803,CUST020149,P00036,SELL01817,4,532.82,0.05,242.97,12.32,2131.28,106.56,2024.7200000000005,2280.01,Amazon Pay,Delivered
ORD0013411,20220616,CUST045712,P00015,SELL00176,1,214.2,0.0,17.14,9.43,214.2,0.0,214.2,240.77,Debit Card,Delivered
ORD0013412,20211211,CUST045548,P00023,SELL00242,3,388.45,0.0,139.84,1.57,1165.35,0.0,1165.35,1306.76,Debit Card,Delivered
ORD0013413,20240705,CUST033929,P00040,SELL00201,4,532.53,0.2,306.74,5.13,2130.12,426.02,1704.1,2015.97,Cash on Delivery,Delivered
ORD0013414,20210930,CUST029932,P00007,SELL01608,1,574.28,0.0,0.0,9.38,574.28,0.0,574.28,583.66,Credit Card,Delivered
ORD0013415,20221110,CUST016407,P00005,SELL01965,2,475.08,0.05,72.21,14.04,950.16,47.51,902.65,988.9,Amazon Pay,Delivered
ORD0013416,20240809,CUST044070,P00028,SELL01697,5,497.64,0.05,118.19,12.39,2488.2,124.41,2363.79,2494.37,Credit Card,Cancelled
ORD0013417,20240612,CUST003234,P00002,SELL00701,4,106.96,0.05,20.32,7.87,427.84,21.39,406.45,434.64,UPI,Shipped
ORD0013418,20220325,CUST020702,P00033,SELL01887,3,253.96,0.05,130.28,0.39,761.88,38.09,723.79,854.46,Credit Card,Delivered
ORD0013419,20220706,CUST040346,P00035,SELL00999,2,51.74,0.25,0.0,2.97,103.48,25.87,77.61,80.58,Credit Card,Delivered
ORD0013420,20200721,CUST026644,P00038,SELL01992,2,366.0,0.25,27.45,5.48,732.0,183.0,549.0,581.93,Credit Card,Delivered
ORD0013421,20210220,CUST007726,P00023,SELL01039,2,307.42,0.0,0.0,5.72,614.84,0.0,614.84,620.56,UPI,Delivered
ORD0013422,20210219,CUST007270,P00036,SELL01886,1,299.09,0.0,35.89,13.43,299.09,0.0,299.09,348.41,Credit Card,Delivered
ORD0013423,20240111,CUST014135,P00041,SELL01960,5,182.25,0.0,109.35,9.05,911.25,0.0,911.25,1029.65,Credit Card,Delivered
ORD0013424,20240315,CUST007049,P00026,SELL00667,3,281.04,0.0,67.45,4.73,843.12,0.0,843.12,915.3,Credit Card,Delivered
ORD0013425,20200325,CUST040423,P00047,SELL00077,3,411.58,0.0,98.78,1.01,1234.74,0.0,1234.74,1334.53,Debit Card,Shipped
ORD0013426,20200615,CUST038195,P00017,SELL01339,1,91.42,0.1,0.0,12.69,91.42,9.14,82.28,94.97,Credit Card,Delivered
ORD0013427,20210118,CUST035897,P00042,SELL00139,4,497.07,0.0,159.06,7.14,1988.28,0.0,1988.28,2154.48,Debit Card,Cancelled
ORD0013428,20210412,CUST010157,P00014,SELL01827,1,190.99,0.2,27.5,1.73,190.99,38.2,152.79000000000002,182.02,Amazon Pay,Delivered
ORD0013429,20221231,CUST002726,P00018,SELL01207,1,331.58,0.1,23.87,6.78,331.58,33.16,298.42,329.07,Cash on Delivery,Delivered
ORD0013430,20220320,CUST005260,P00005,SELL01135,1,344.12,0.15,35.1,1.37,344.12,51.62,292.5,328.97,Debit Card,Delivered
ORD0013431,20220923,CUST032218,P00018,SELL01994,2,187.8,0.05,64.23,1.67,375.6,18.78,356.82000000000005,422.72,UPI,Shipped
ORD0013432,20240324,CUST043125,P00030,SELL01133,2,418.37,0.3,46.86,12.85,836.74,251.02,585.72,645.43,Credit Card,Pending
ORD0013433,20241221,CUST021642,P00005,SELL01483,2,427.25,0.05,0.0,1.81,854.5,42.72,811.78,813.58,Debit Card,Delivered
ORD0013434,20210417,CUST049104,P00044,SELL00902,1,437.04,0.0,21.85,14.49,437.04,0.0,437.04,473.38,Debit Card,Delivered
ORD0013435,20220919,CUST020801,P00050,SELL00608,2,126.46,0.2,10.12,3.57,252.92,50.58,202.34,216.03,Net Banking,Delivered
ORD0013436,20230705,CUST018700,P00018,SELL01252,1,318.6,0.0,38.23,3.74,318.6,0.0,318.6,360.57,Amazon Pay,Pending
ORD0013437,20201001,CUST008628,P00011,SELL01345,5,360.85,0.0,144.34,4.93,1804.25,0.0,1804.25,1953.52,Credit Card,Delivered
ORD0013438,20241108,CUST006910,P00027,SELL01117,2,108.03,0.1,23.33,4.81,216.06,21.61,194.45,222.59,Credit Card,Delivered
ORD0013439,20221109,CUST001075,P00015,SELL00767,4,174.18,0.0,125.41,9.12,696.72,0.0,696.72,831.25,Amazon Pay,Shipped
ORD0013440,20240222,CUST017366,P00046,SELL00208,5,97.9,0.05,23.25,4.84,489.5,24.48,465.02,493.11,Credit Card,Shipped
ORD0013441,20241103,CUST010560,P00009,SELL00685,3,102.57,0.0,24.62,3.86,307.71,0.0,307.71,336.19,Credit Card,Delivered
ORD0013442,20210504,CUST005725,P00035,SELL00511,4,101.97,0.0,20.39,6.48,407.88,0.0,407.88,434.75,Credit Card,Delivered
ORD0013443,20241022,CUST028179,P00015,SELL00029,4,307.87,0.0,61.57,14.78,1231.48,0.0,1231.48,1307.83,Net Banking,Delivered
ORD0013444,20201121,CUST030421,P00044,SELL00075,2,573.58,0.0,91.77,1.59,1147.16,0.0,1147.16,1240.52,UPI,Delivered
ORD0013445,20210612,CUST017746,P00015,SELL00248,2,69.12,0.0,24.88,11.42,138.24,0.0,138.24,174.54,Debit Card,Delivered
ORD0013446,20220610,CUST017129,P00037,SELL00580,1,207.56,0.15,14.11,8.58,207.56,31.13,176.43,199.12,Amazon Pay,Shipped
ORD0013447,20200329,CUST038936,P00044,SELL00305,3,285.36,0.0,102.73,14.8,856.08,0.0,856.08,973.61,UPI,Delivered
ORD0013448,20210430,CUST003354,P00041,SELL00125,4,69.59,0.1,20.04,12.84,278.36,27.84,250.52,283.4,Credit Card,Delivered
ORD0013449,20211208,CUST046116,P00034,SELL01724,2,384.32,0.05,36.51,7.48,768.64,38.43,730.21,774.2,Debit Card,Delivered
ORD0013450,20201215,CUST037739,P00014,SELL00128,4,72.71,0.0,34.9,10.98,290.84,0.0,290.84,336.72,Credit Card,Returned
ORD0013451,20230112,CUST045880,P00045,SELL01920,4,434.95,0.15,118.31,5.72,1739.8,260.97,1478.83,1602.86,Credit Card,Shipped
ORD0013452,20210121,CUST037584,P00017,SELL00381,1,111.55,0.1,18.07,3.29,111.55,11.16,100.39,121.76,Amazon Pay,Delivered
ORD0013453,20200327,CUST031546,P00040,SELL01831,5,108.4,0.0,0.0,0.8,542.0,0.0,542.0,542.8,Net Banking,Delivered
ORD0013454,20201102,CUST011764,P00022,SELL01036,1,112.37,0.15,4.78,12.76,112.37,16.86,95.51,113.05,Credit Card,Shipped
ORD0013455,20230323,CUST031264,P00001,SELL01602,4,144.86,0.0,46.36,12.33,579.44,0.0,579.44,638.13,Credit Card,Shipped
ORD0013456,20210315,CUST022786,P00031,SELL01142,5,159.6,0.2,31.92,2.38,798.0,159.6,638.4,672.7,UPI,Delivered
ORD0013457,20220109,CUST045001,P00002,SELL00296,5,528.34,0.0,132.08,5.56,2641.7,0.0,2641.7,2779.34,Debit Card,Delivered
ORD0013458,20200920,CUST030034,P00019,SELL01066,3,335.61,0.25,90.61,7.83,1006.83,251.71,755.12,853.56,Credit Card,Shipped
ORD0013459,20220903,CUST015857,P00042,SELL00862,2,307.2,0.0,73.73,10.63,614.4,0.0,614.4,698.76,Credit Card,Delivered
ORD0013460,20220104,CUST042414,P00038,SELL01112,5,404.86,0.1,0.0,5.24,2024.3,202.43,1821.87,1827.11,UPI,Delivered
ORD0013461,20210224,CUST010835,P00016,SELL01065,5,6.29,0.05,1.49,4.02,31.45,1.57,29.88,35.39,Cash on Delivery,Delivered
ORD0013462,20210507,CUST015226,P00042,SELL00718,2,368.89,0.0,36.89,9.49,737.78,0.0,737.78,784.16,Credit Card,Delivered
ORD0013463,20210924,CUST026423,P00047,SELL00384,3,27.11,0.0,4.07,2.49,81.33,0.0,81.33,87.89,UPI,Delivered
ORD0013464,20220919,CUST042726,P00040,SELL00608,5,335.08,0.05,286.49,4.25,1675.4,83.77,1591.63,1882.37,Debit Card,Delivered
ORD0013465,20210214,CUST004364,P00034,SELL00552,3,426.71,0.0,102.41,5.75,1280.13,0.0,1280.13,1388.29,Net Banking,Shipped
ORD0013466,20200621,CUST037581,P00024,SELL01433,3,9.67,0.05,1.38,2.08,29.01,1.45,27.56,31.02,Amazon Pay,Delivered
ORD0013467,20200104,CUST049599,P00037,SELL00060,5,51.99,0.05,19.76,14.18,259.95,13.0,246.95,280.89,Amazon Pay,Delivered
ORD0013468,20220503,CUST024816,P00009,SELL00042,2,121.91,0.05,18.53,14.56,243.82,12.19,231.63,264.72,UPI,Delivered
ORD0013469,20240721,CUST016501,P00048,SELL01237,3,476.03,0.1,231.35,8.38,1428.09,142.81,1285.28,1525.01,Debit Card,Delivered
ORD0013470,20220912,CUST028234,P00038,SELL00250,2,494.63,0.2,142.45,12.81,989.26,197.85,791.41,946.67,Net Banking,Delivered
ORD0013471,20240204,CUST015766,P00042,SELL00095,4,434.5,0.2,69.52,2.49,1738.0,347.6,1390.4,1462.41,Cash on Delivery,Delivered
ORD0013472,20230207,CUST035082,P00031,SELL00013,5,83.69,0.3,23.43,6.09,418.45,125.54,292.91,322.43,Credit Card,Delivered
ORD0013473,20221126,CUST023971,P00003,SELL01549,1,373.6,0.0,18.68,14.81,373.6,0.0,373.6,407.09,Amazon Pay,Delivered
ORD0013474,20210805,CUST002029,P00047,SELL00036,5,181.11,0.3,114.1,10.29,905.55,271.66,633.8899999999999,758.28,Amazon Pay,Delivered
ORD0013475,20241229,CUST021136,P00007,SELL00749,2,50.87,0.2,0.0,0.63,101.74,20.35,81.38999999999999,82.02,Debit Card,Delivered
ORD0013476,20221120,CUST015140,P00014,SELL01915,5,310.01,0.0,124.0,8.7,1550.05,0.0,1550.05,1682.75,Amazon Pay,Returned
ORD0013477,20210115,CUST034808,P00050,SELL01789,4,545.56,0.3,122.21,12.35,2182.24,654.67,1527.5699999999997,1662.13,Credit Card,Shipped
ORD0013478,20230715,CUST003645,P00047,SELL01805,3,137.33,0.1,0.0,4.84,411.99,41.2,370.79,375.63,Credit Card,Pending
ORD0013479,20221031,CUST033355,P00019,SELL01616,1,364.81,0.0,18.24,4.02,364.81,0.0,364.81,387.07,Credit Card,Cancelled
ORD0013480,20201209,CUST039953,P00050,SELL00880,2,368.3,0.15,75.13,13.18,736.6,110.49,626.11,714.42,Credit Card,Delivered
ORD0013481,20240416,CUST038924,P00032,SELL00926,2,536.57,0.2,68.68,9.62,1073.14,214.63,858.5100000000001,936.81,Credit Card,Delivered
ORD0013482,20240511,CUST031235,P00043,SELL00611,1,324.93,0.1,14.62,3.43,324.93,32.49,292.44,310.49,Cash on Delivery,Returned
ORD0013483,20200614,CUST002633,P00025,SELL00036,5,113.05,0.0,28.26,12.26,565.25,0.0,565.25,605.77,Net Banking,Delivered
ORD0013484,20211130,CUST040595,P00041,SELL00217,1,25.01,0.0,0.0,7.39,25.01,0.0,25.01,32.4,Net Banking,Delivered
ORD0013485,20201207,CUST037247,P00033,SELL00557,2,316.86,0.05,48.16,6.64,633.72,31.69,602.03,656.83,UPI,Delivered
ORD0013486,20240214,CUST031346,P00009,SELL01529,5,243.19,0.0,60.8,10.39,1215.95,0.0,1215.95,1287.14,Net Banking,Pending
ORD0013487,20221108,CUST028756,P00012,SELL00020,2,191.58,0.0,19.16,11.4,383.16,0.0,383.16,413.72,Amazon Pay,Shipped
ORD0013488,20240709,CUST040523,P00009,SELL00365,2,571.82,0.0,91.49,9.09,1143.64,0.0,1143.64,1244.22,Debit Card,Delivered
ORD0013489,20220906,CUST000984,P00032,SELL00666,4,588.99,0.05,268.58,2.81,2355.96,117.8,2238.16,2509.55,Debit Card,Delivered
ORD0013490,20230422,CUST016897,P00005,SELL00350,3,406.77,0.05,139.12,6.25,1220.31,61.02,1159.29,1304.66,Credit Card,Cancelled
ORD0013491,20241210,CUST009781,P00023,SELL01631,3,389.81,0.25,43.85,14.91,1169.43,292.36,877.07,935.83,Amazon Pay,Delivered
ORD0013492,20210628,CUST044541,P00047,SELL01316,1,187.33,0.0,22.48,11.39,187.33,0.0,187.33,221.2,Credit Card,Delivered
ORD0013493,20221030,CUST004587,P00025,SELL00330,5,47.98,0.15,36.7,11.09,239.9,35.98,203.92,251.7,Amazon Pay,Shipped
ORD0013494,20240603,CUST045322,P00049,SELL00758,2,163.74,0.0,26.2,9.71,327.48,0.0,327.48,363.39,Credit Card,Delivered
ORD0013495,20200710,CUST040395,P00020,SELL00870,3,117.93,0.0,63.68,10.71,353.79,0.0,353.79,428.18,UPI,Shipped
ORD0013496,20201115,CUST003080,P00010,SELL01854,1,559.55,0.1,90.65,4.76,559.55,55.96,503.59,599.0,Credit Card,Delivered
ORD0013497,20240921,CUST002193,P00014,SELL00605,5,291.64,0.05,69.26,10.34,1458.2,72.91,1385.29,1464.89,Amazon Pay,Delivered
ORD0013498,20210802,CUST018118,P00028,SELL00272,5,22.65,0.05,12.91,11.81,113.25,5.66,107.59,132.31,Credit Card,Delivered
ORD0013499,20210419,CUST022267,P00038,SELL01537,5,121.31,0.1,0.0,8.91,606.55,60.66,545.89,554.8,Debit Card,Delivered
ORD0013500,20210928,CUST040071,P00014,SELL00468,1,465.43,0.0,0.0,3.18,465.43,0.0,465.43,468.61,Amazon Pay,Delivered
ORD0013501,20210302,CUST045693,P00038,SELL01552,2,248.03,0.0,89.29,0.29,496.06,0.0,496.06,585.64,Cash on Delivery,Delivered
ORD0013502,20221218,CUST017829,P00019,SELL00155,1,577.54,0.0,46.2,1.73,577.54,0.0,577.54,625.47,Credit Card,Shipped
ORD0013503,20231230,CUST015936,P00008,SELL01172,1,449.03,0.0,80.83,5.3,449.03,0.0,449.03,535.16,Credit Card,Delivered
ORD0013504,20200406,CUST035591,P00047,SELL01411,4,385.02,0.2,147.85,5.26,1540.08,308.02,1232.06,1385.17,Credit Card,Delivered
ORD0013505,20210510,CUST014736,P00015,SELL00757,4,531.81,0.05,101.04,8.01,2127.24,106.36,2020.88,2129.93,Credit Card,Returned
ORD0013506,20241215,CUST016345,P00029,SELL01376,5,287.27,0.25,53.86,4.82,1436.35,359.09,1077.26,1135.94,UPI,Delivered
ORD0013507,20211022,CUST034148,P00018,SELL00390,4,375.89,0.2,144.34,12.37,1503.56,300.71,1202.85,1359.56,Credit Card,Delivered
ORD0013508,20230725,CUST034531,P00030,SELL00084,2,416.76,0.05,63.35,5.95,833.52,41.68,791.84,861.14,Amazon Pay,Delivered
ORD0013509,20230712,CUST024826,P00037,SELL01902,2,108.13,0.0,10.81,12.17,216.26,0.0,216.26,239.24,Amazon Pay,Delivered
ORD0013510,20200109,CUST015524,P00036,SELL01315,4,80.91,0.25,19.42,3.37,323.64,80.91,242.73,265.52,UPI,Delivered
ORD0013511,20210401,CUST041845,P00026,SELL01496,3,165.26,0.0,39.66,12.93,495.78,0.0,495.78,548.37,Credit Card,Delivered
ORD0013512,20241223,CUST020297,P00002,SELL01367,5,294.89,0.05,70.04,12.85,1474.45,73.72,1400.73,1483.62,Amazon Pay,Delivered
ORD0013513,20200929,CUST038155,P00002,SELL00224,5,38.2,0.1,8.6,12.96,191.0,19.1,171.9,193.46,Amazon Pay,Delivered
ORD0013514,20220728,CUST020864,P00041,SELL01692,5,209.19,0.0,125.51,2.73,1045.95,0.0,1045.95,1174.19,UPI,Delivered
ORD0013515,20221028,CUST015745,P00018,SELL01832,5,98.01,0.1,22.05,8.64,490.05,49.0,441.05,471.74,Debit Card,Delivered
ORD0013516,20200726,CUST049689,P00046,SELL01167,2,155.1,0.25,11.63,13.74,310.2,77.55,232.65,258.02,Credit Card,Pending
ORD0013517,20240718,CUST001640,P00042,SELL01760,2,152.3,0.05,14.47,0.38,304.6,15.23,289.37,304.22,UPI,Shipped
ORD0013518,20230220,CUST010810,P00020,SELL01343,5,325.79,0.0,0.0,9.03,1628.95,0.0,1628.95,1637.98,Credit Card,Delivered
ORD0013519,20221122,CUST018456,P00030,SELL01980,3,122.26,0.05,27.88,14.17,366.78,18.34,348.44,390.49,Credit Card,Shipped
ORD0013520,20240316,CUST036424,P00005,SELL00806,1,119.68,0.1,12.93,2.2,119.68,11.97,107.71,122.84,Credit Card,Delivered
ORD0013521,20200722,CUST044404,P00037,SELL01803,5,522.52,0.1,188.11,9.16,2612.6,261.26,2351.34,2548.61,Cash on Delivery,Shipped
ORD0013522,20210601,CUST031687,P00016,SELL01214,2,336.78,0.05,51.19,11.6,673.56,33.68,639.88,702.67,UPI,Shipped
ORD0013523,20210531,CUST019583,P00015,SELL00215,2,289.24,0.0,104.13,3.89,578.48,0.0,578.48,686.5,Debit Card,Delivered
ORD0013524,20210318,CUST005294,P00042,SELL01672,1,450.15,0.1,48.62,11.97,450.15,45.02,405.13,465.72,Amazon Pay,Delivered
ORD0013525,20240603,CUST013375,P00035,SELL01417,1,99.24,0.1,0.0,6.37,99.24,9.92,89.32,95.69,Credit Card,Delivered
ORD0013526,20241214,CUST029848,P00036,SELL01721,3,183.3,0.25,20.62,14.3,549.9,137.48,412.42,447.35,Debit Card,Delivered
ORD0013527,20211119,CUST014164,P00029,SELL00285,2,277.9,0.1,0.0,1.24,555.8,55.58,500.22,501.46,Credit Card,Delivered
ORD0013528,20220429,CUST016031,P00014,SELL01858,1,489.34,0.05,55.78,5.49,489.34,24.47,464.87,526.14,Credit Card,Delivered
ORD0013529,20220412,CUST049626,P00011,SELL00737,2,97.83,0.1,14.09,5.64,195.66,19.57,176.09,195.82,Credit Card,Delivered
ORD0013530,20201204,CUST038395,P00005,SELL01066,3,571.86,0.0,137.25,4.94,1715.58,0.0,1715.58,1857.77,Amazon Pay,Delivered
ORD0013531,20240101,CUST004006,P00022,SELL01652,2,226.02,0.1,48.82,13.11,452.04,45.2,406.84,468.77,Debit Card,Delivered
ORD0013532,20240108,CUST007919,P00040,SELL01916,4,592.28,0.0,189.53,12.15,2369.12,0.0,2369.12,2570.8,Credit Card,Shipped
ORD0013533,20230305,CUST023278,P00001,SELL00882,1,336.92,0.0,16.85,5.26,336.92,0.0,336.92,359.03,Cash on Delivery,Delivered
ORD0013534,20210121,CUST038699,P00020,SELL00394,1,245.4,0.0,12.27,14.94,245.4,0.0,245.4,272.61,Cash on Delivery,Shipped
ORD0013535,20221114,CUST031752,P00030,SELL00578,3,346.8,0.0,83.23,6.39,1040.4,0.0,1040.4,1130.02,UPI,Returned
ORD0013536,20210520,CUST004320,P00017,SELL00734,3,234.56,0.2,45.04,5.64,703.68,140.74,562.9399999999999,613.62,Amazon Pay,Delivered
